Forma Juridica,CP,Polígono Industrial,Grupo de actividad,Subgrupo de actividad,Área de actividad
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28805,Herle,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Carretera N II,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28805,Herle,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Limitada,,Carretera N II,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
Sociedad Limitada,28806,Carretera N II,SC: Servicios al consumidor final,Otros servicios,Servicios
,28802,Los Almendros,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28801,Carretera N II,SC: Servicios al consumidor final,Otros servicios,Servicios
,28802,Los Almendros,SC: Servicios al consumidor final,Otros servicios,Servicios
,28802,Los Almendros,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Los Almendros,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Los Almendros,SC: Servicios al consumidor final,Otros servicios,Servicios
,28805,Los Almendros,CON: Construcción,Construcción,Construcción
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Los Almendros,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Los Almendros,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28803,Las Matillas,SC: Servicios al consumidor final,Hostelería,Servicios
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Camarilla,SC: Servicios al consumidor final,Hostelería,Servicios
,28802,Camarilla,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Camarilla,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Camarilla,CON: Construcción,Construcción,Construcción
,28802,Camarilla,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28802,Camarilla,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Camarilla,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Camarilla,OTROS,Actividades asociativas,Otros
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Los Almendros,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Los Almendros,CON: Construcción,Construcción,Construcción
,28802,Los Almendros,Local o solar vacío,Local vacío,Locales vacíos
,28802,Los Almendros,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Limitada,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Limitada,28802,Los Almendros,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28806,Navalsa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28803,Las Matillas,Local o solar vacío,Local vacío,Locales vacíos
,28803,Las Matillas,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28803,Las Matillas,SC: Servicios al consumidor final,Hostelería,Servicios
Sociedad Limitada,28803,Carretera N II,Local o solar vacío,Local vacío,Locales vacíos
,28803,Resto del municipio,SC: Servicios al consumidor final,Otros servicios,Servicios
,28803,Las Matillas,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa I,CON: Construcción,Construcción,Construcción
,28806,Inbisa I,SC: Servicios al consumidor final,Otros servicios,Servicios
,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa I,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
,28805,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28803,Las Matillas,IPI: Procesos sobre piezas,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28803,Las Matillas,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28803,Las Matillas,SC: Servicios al consumidor final,Actividades inmobiliarias,Servicios
,28806,Álvarez,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Carretera de Daganzo,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Álvarez,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Álvarez,Local o solar vacío,Local vacío,Locales vacíos
,28806,Álvarez,Local o solar vacío,Local vacío,Locales vacíos
,28806,Azque,IPF: Productos con destino al mercado final,Industria de la alimentación,Industria
,28806,Camporroso,SC: Servicios al consumidor final,Actividades artísticas. recreativas y de entretenimiento,Servicios
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,CON: Construcción,Construcción,Construcción
,28806,Camporroso,IPF: Productos con destino al mercado final,Industria del papel,Industria
,28806,El Descubrimiento,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Camporroso,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Camporroso,SC: Servicios al consumidor final,Hostelería,Servicios
Sociedad Limitada,28806,Camporroso,CON: Construcción,Construcción,Construcción
,28806,Camporroso,CON: Construcción,Actividades de construcción especializada,Construcción
Sociedad Limitada,28806,Camporroso,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Información y comunicaciones,Servicios
,28806,Camporroso,CON: Construcción,Actividades de construcción especializada,Construcción
Sociedad Limitada,28806,Camporroso,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camporroso,OTROS,Actividades artísticas. recreativas y de entretenimiento,Otros
